date,small_text,event_name,date_dt,year,state,city,lat,lon
2025-07-10," Sharonville, OH, United States | Main Tournament | July 10, 2025",Arcade Legacy's Thursday Throwdown,2025-07-10,2025,OH,Sharonville,39.2681136,-84.4132746
2024-03-24," Dayton, OH, United States | Main Tournament | March 24, 2024",Gem City Pinball Monthly Tournament,2024-03-24,2024,OH,Dayton,39.7592225,-84.1936144
2024-03-22," Berea, OH, United States | Main Tournament | March 22, 2024",Kidforce Friday Night Knockout,2024-03-22,2024,OH,Berea,41.3661614,-81.8543026
2024-03-21," Cincinnati, OH, United States | Main Tournament | March 21, 2024",Arcade Legacy's Thursday Throwdown,2024-03-21,2024,OH,Cincinnati,39.1031182,-84.5120196
2023-12-06," Toledo, OH, United States | League | December 6, 2023 to March 20, 2024",Toledo Pinball League,2023-12-06,2023,OH,Toledo,41.6528052,-83.5378674
2024-01-22," Columbus, OH, United States | League | January 22, 2024 to March 18, 2024",Silverball Super League Season 21,2024-01-22,2024,OH,Columbus,39.9625112,-83.0032218
2024-03-17," Lima, OH, United States | Main Tournament | March 17, 2024",Sunday Funday IFPA Pinball @Cartridge Gaming,2024-03-17,2024,OH,Lima,40.742551,-84.1052256
2024-03-17," Toledo, OH, United States | Main Tournament | March 17, 2024",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2024-03-17,2024,OH,Toledo,41.6528052,-83.5378674
2024-03-17," Toledo, OH, United States | Main Tournament | March 17, 2024","GlassCityPinball@ HEAVY Beer Co, Group Matchplay",2024-03-17,2024,OH,Toledo,41.6528052,-83.5378674
2024-03-17," Dayton, OH, United States | Main Tournament | March 17, 2024",Level Up Pinball Bar Tourney,2024-03-17,2024,OH,Dayton,39.7592225,-84.1936144
2024-03-16," Plain City, OH, United States | Main Tournament | March 16, 2024",St. Pat’s Day Eve Tournament (feat. the Kennedys),2024-03-16,2024,OH,Plain City,40.1075615,-83.2674165
2024-03-16," Plain City, OH, United States | Main Tournament | March 16, 2024",Rebel Rebel - Shamrock Strikeout,2024-03-16,2024,OH,Plain City,40.1075615,-83.2674165
2024-03-15," Westerville, OH, United States | Launch Party | March 15, 2024",Jaws Launch Party - 614 Pinball - Grizzlybird,2024-03-15,2024,OH,Westerville,40.1266689,-82.9318807
2024-03-15," Euclid, OH, United States | Main Tournament | March 15, 2024","216 Pinball ""EAST SIDE'' 3 Strike",2024-03-15,2024,OH,Euclid,41.5931049,-81.5267873
2024-03-15," Berea, OH, United States | Main Tournament | March 15, 2024",Kidforce Friday Night Knockout,2024-03-15,2024,OH,Berea,41.3661614,-81.8543026
2024-03-14," Cincinnati, OH, United States | Main Tournament | March 14, 2024",Jaws Launch Party Tournament @ Arcade Legacy,2024-03-14,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-10," Worthington, OH, United States | League | January 10, 2024 to March 13, 2024",Belles and Chimes League Season 13,2024-01-10,2024,OH,Worthington,40.0931191,-83.017962
2024-03-13," Toledo, OH, United States | Launch Party | March 13, 2024",Belles & Chimes Toledo - JAWS Launch Party,2024-03-13,2024,OH,Toledo,41.6528052,-83.5378674
2024-03-13," Cleveland, OH, United States | Main Tournament | March 13, 2024",IFPA with 216 Pinball,2024-03-13,2024,OH,Cleveland,41.49932,-81.6943605
2024-01-23," Dayton, OH, United States | League | January 23, 2024 to March 12, 2024",Miami Valley Pinball Season 1,2024-01-23,2024,OH,Dayton,39.7592225,-84.1936144
2024-03-10," Dayton, OH, United States | Womens Division | March 10, 2024",Co-Day Charity 2024 Series,2024-03-10,2024,OH,Dayton,39.7592225,-84.1936144
2024-03-10," Akron, OH, United States | Main Tournament | March 10, 2024",IFPAs at Ray's,2024-03-10,2024,OH,Akron,41.081199,-81.5188377
2024-03-10," North Canton, OH, United States | Main Tournament | March 10, 2024",Hoover Pinball March '24 Knockout,2024-03-10,2024,OH,North Canton,40.875891,-81.4023356
2024-03-10," Avon, OH, United States | Main Tournament | March 10, 2024",The Level Two Pinball Title Belt Bout - 4,2024-03-10,2024,OH,Avon,41.4517093,-82.0354225
2024-03-10," Canton, OH, United States | Launch Party | March 10, 2024",Stern Pinball JAWS Launch Party at Rack It Up!,2024-03-10,2024,OH,Canton,40.7973776,-81.3769965
2024-03-09," Toledo, OH, United States | Main Tournament | March 9, 2024",Flip For The Cure 2024 @ Wild Side Downtown,2024-03-09,2024,OH,Toledo,41.6528052,-83.5378674
2024-03-09," North Canton, OH, United States | Main Tournament | March 9, 2024",Hoover Pinball IFPA Jaws Launch Party,2024-03-09,2024,OH,North Canton,40.875891,-81.4023356
2024-03-09," Columbus, OH, United States | Main Tournament | March 9, 2024",The Dojo Dozen March 2024,2024-03-09,2024,OH,Columbus,39.9625112,-83.0032218
2024-03-08," Cleveland, OH, United States | Main Tournament | March 8, 2024","216 Pinball ""Flats Downtown""",2024-03-08,2024,OH,Cleveland,41.49932,-81.6943605
2024-03-08," Berea, OH, United States | Main Tournament | March 8, 2024",Kidforce Friday Night Knockout,2024-03-08,2024,OH,Berea,41.3661614,-81.8543026
2024-03-07," Cincinnati, OH, United States | Main Tournament | March 7, 2024",Arcade Legacy's Thursday Throwdown,2024-03-07,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-18," Girard, OH, United States | League | January 18, 2024 to March 7, 2024",Past Times Pinball League Winter Season,2024-01-18,2024,OH,Girard,41.1539465,-80.7014662
2024-03-06," Cleveland, OH, United States | Launch Party | March 6, 2024",Superelectric Jaws Launch Party,2024-03-06,2024,OH,Cleveland,41.49932,-81.6943605
2024-01-23," Berea, OH, United States | League | January 23, 2024 to March 5, 2024",Kidforce Women’s Pinball League Winter 2024,2024-01-23,2024,OH,Berea,41.3661614,-81.8543026
2024-03-04," Dayton, OH, United States | Main Tournament | March 4, 2024",Gem City Pinball Off-Season Tournament,2024-03-04,2024,OH,Dayton,39.7592225,-84.1936144
2024-03-03," Cincinnati, OH, United States | Womens Division | March 3, 2024",Queen City Seawitches Monthly Tournament,2024-03-03,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-03-03," Toledo, OH, United States | Main Tournament | March 3, 2024",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2024-03-03,2024,OH,Toledo,41.6528052,-83.5378674
2024-03-03," Akron, OH, United States | Main Tournament | March 3, 2024",IFPAs at Ray's,2024-03-03,2024,OH,Akron,41.081199,-81.5188377
2024-03-03," Toledo, OH, United States | Main Tournament | March 3, 2024","GlassCityPinball@ HEAVY Beer Co, Group Matchplay",2024-03-03,2024,OH,Toledo,41.6528052,-83.5378674
2024-02-26," Berea, OH, United States | Main Tournament | February 26, 2024 to March 3, 2024",Kidforce Seasonal Showdown,2024-02-26,2024,OH,Berea,41.3661614,-81.8543026
2024-03-02," Middleburg Heights, OH, United States | Main Tournament | March 2, 2024",Southland Lanes Stern Army Jaws Launch Party,2024-03-02,2024,OH,Middleburg Heights,41.3614401,-81.812912
2024-03-02," Columbus, OH, United States | Main Tournament | March 2, 2024",Stern Army Jaws Launch Party - Level One Bar + Arc,2024-03-02,2024,OH,Columbus,39.9625112,-83.0032218
2024-03-01," Westerville, OH, United States | Launch Party | March 1, 2024",Women’s Jaws Launch Party,2024-03-01,2024,OH,Westerville,40.1266689,-82.9318807
2024-03-01," Euclid, OH, United States | Main Tournament | March 1, 2024","216 Pinball ""EAST SIDE'' 3 Strike",2024-03-01,2024,OH,Euclid,41.5931049,-81.5267873
2024-03-01," Berea, OH, United States | Main Tournament | March 1, 2024",Kidforce Friday Night Knockout,2024-03-01,2024,OH,Berea,41.3661614,-81.8543026
2024-02-29," Cincinnati, OH, United States | Pin-Golf | February 29, 2024",Leap Year PINGOLF at Arcade Legacy,2024-02-29,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-11," Columbus, OH, United States | League | January 11, 2024 to February 29, 2024",League Super Awesome,2024-01-11,2024,OH,Columbus,39.9625112,-83.0032218
2024-01-18," Beavercreek, OH, United States | League | January 18, 2024 to February 29, 2024",Dayton Underground Pinball League Season 6,2024-01-18,2024,OH,Beavercreek,39.7092262,-84.0632685
2024-02-28," Cleveland, OH, United States | Women's Tournament | February 28, 2024",Women's IFPA with 216 Pinball,2024-02-28,2024,OH,Cleveland,41.49932,-81.6943605
2024-02-26," Hamilton, OH, United States | Main Tournament | February 26, 2024",Jaws Launch Party Tournament @ The Pinball Garage,2024-02-26,2024,OH,Hamilton,39.3988679,-84.5587838
2024-02-25," Lima, OH, United States | Main Tournament | February 25, 2024",Sunday Funday IFPA Pinball @Cartridge Gaming,2024-02-25,2024,OH,Lima,40.742551,-84.1052256
2024-02-25," Toledo, OH, United States | Launch Party | February 25, 2024",JAWS Launch Party @ Wild Side Downtown,2024-02-25,2024,OH,Toledo,41.6528052,-83.5378674
2024-02-25," Akron, OH, United States | Main Tournament | February 25, 2024",IFPAs at Ray's,2024-02-25,2024,OH,Akron,41.081199,-81.5188377
2024-02-24," Cincinnati, OH, United States | Juniors Division | February 24, 2024",The Arcade Legacy Weekender 2 - Youth Tournament,2024-02-24,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-02-24," Cincinnati, OH, United States | Main Tournament | February 24, 2024",The Arcade Legacy Weekender 2,2024-02-24,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-02-24," Gahanna, OH, United States | Launch Party | February 24, 2024",Official Stern Army Jaws Launch Party,2024-02-24,2024,OH,Gahanna,40.0192307,-82.8793446
2024-02-23," Berea, OH, United States | Main Tournament | February 23, 2024",Kidforce Friday Night Knockout,2024-02-23,2024,OH,Berea,41.3661614,-81.8543026
2024-02-23," Cleveland, OH, United States | Main Tournament | February 23, 2024",216 Pinball-Friday Night Pinball Party 3 STRIKE,2024-02-23,2024,OH,Cleveland,41.49932,-81.6943605
2024-02-22," Cincinnati, OH, United States | Main Tournament | February 22, 2024",Arcade Legacy's Thursday Throwdown,2024-02-22,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-10," Cleveland, OH, United States | League | January 10, 2024 to February 21, 2024",Wednesday Wizard 2X Series,2024-01-10,2024,OH,Cleveland,41.49932,-81.6943605
2024-02-20," Columbus, OH, United States | Main Tournament | February 20, 2024",L1 Tuesday Night Knockout,2024-02-20,2024,OH,Columbus,39.9625112,-83.0032218
2024-02-19," Dayton, OH, United States | Main Tournament | February 19, 2024",Gem City Pinball Off-Season Tournament,2024-02-19,2024,OH,Dayton,39.7592225,-84.1936144
2024-02-17," Middleburg Heights, OH, United States | Main Tournament | February 17, 2024 to February 18, 2024",Southland Mega Matchplay ,2024-02-17,2024,OH,Middleburg Heights,41.3614401,-81.812912
2024-02-18," Lima, OH, United States | Main Tournament | February 18, 2024",Sunday Funday IFPA Pinball @Cartridge Gaming,2024-02-18,2024,OH,Lima,40.742551,-84.1052256
2024-02-18," Toledo, OH, United States | Main Tournament | February 18, 2024",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2024-02-18,2024,OH,Toledo,41.6528052,-83.5378674
2024-02-18," Akron, OH, United States | Main Tournament | February 18, 2024",IFPAs at Ray's,2024-02-18,2024,OH,Akron,41.081199,-81.5188377
2024-02-18," Toledo, OH, United States | Main Tournament | February 18, 2024","GlassCityPinball@ HEAVY Beer Co, Group Matchplay",2024-02-18,2024,OH,Toledo,41.6528052,-83.5378674
2024-02-18," Beavercreek, OH, United States | Main Tournament | February 18, 2024",Level up Pinball Bar 8 round Tourney,2024-02-18,2024,OH,Beavercreek,39.7092262,-84.0632685
2024-02-16," Berea, OH, United States | Main Tournament | February 16, 2024",Kidforce Friday Night Knockout,2024-02-16,2024,OH,Berea,41.3661614,-81.8543026
2024-02-16," Cleveland, OH, United States | Main Tournament | February 16, 2024",216 Pinball-Friday Night Pinball Party 3 STRIKE,2024-02-16,2024,OH,Cleveland,41.49932,-81.6943605
2024-02-15," Cincinnati, OH, United States | Main Tournament | February 15, 2024",Arcade Legacy's Thursday Throwdown,2024-02-15,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-02-15," Toledo, OH, United States | Womens Division | February 15, 2024",Belles & Chimes Toledo - Monthly Meet-up,2024-02-15,2024,OH,Toledo,41.6528052,-83.5378674
2024-01-04," Cleveland, OH, United States | League | January 4, 2024 to February 15, 2024",Belles & Chimes Cleveland's Lowkey Ladies League,2024-01-04,2024,OH,Cleveland,41.49932,-81.6943605
2024-02-14," Columbus, OH, United States | Main Tournament | February 14, 2024",Galentine’s Tournament,2024-02-14,2024,OH,Columbus,39.9625112,-83.0032218
2024-02-11," Lima, OH, United States | Main Tournament | February 11, 2024",Sunday Funday IFPA Pinball @Cartridge Gaming,2024-02-11,2024,OH,Lima,40.742551,-84.1052256
2024-02-11," Columbus, OH, United States | Womens Division | February 11, 2024",Co-Day Charity 2024 Series #2,2024-02-11,2024,OH,Columbus,39.9625112,-83.0032218
2024-02-11," North Canton, OH, United States | Main Tournament | February 11, 2024",Hoover Pinball February '24 Knockout,2024-02-11,2024,OH,North Canton,40.875891,-81.4023356
2024-02-09," Berea, OH, United States | Main Tournament | February 9, 2024",Kidforce Friday Night Knockout,2024-02-09,2024,OH,Berea,41.3661614,-81.8543026
2024-02-09," Cleveland, OH, United States | Main Tournament | February 9, 2024",216 Pinball-Friday Night Pinball Party 3 STRIKE,2024-02-09,2024,OH,Cleveland,41.49932,-81.6943605
2024-02-08," Cincinnati, OH, United States | Main Tournament | February 8, 2024",Arcade Legacy's Thursday Throwdown,2024-02-08,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-02-06," Columbus, OH, United States | Main Tournament | February 6, 2024",L1 Tuesday Night Knockout,2024-02-06,2024,OH,Columbus,39.9625112,-83.0032218
2024-02-04," Cincinnati, OH, United States | Womens Division | February 4, 2024",Queen City Seawitches Monthly Tournament,2024-02-04,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-02-04," Lima, OH, United States | Main Tournament | February 4, 2024",Sunday Funday IFPA Pinball @Cartridge Gaming,2024-02-04,2024,OH,Lima,40.742551,-84.1052256
2024-02-04," Toledo, OH, United States | Main Tournament | February 4, 2024",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2024-02-04,2024,OH,Toledo,41.6528052,-83.5378674
2024-02-04," Toledo, OH, United States | Main Tournament | February 4, 2024","GlassCityPinball@ HEAVY Beer Co, Group Matchplay",2024-02-04,2024,OH,Toledo,41.6528052,-83.5378674
2024-02-03," Columbus, OH, United States | Main Tournament | February 3, 2024",The Murphy Cup - Benefit For The Canine Collective,2024-02-03,2024,OH,Columbus,39.9625112,-83.0032218
2024-02-03," Middleburg Heights, OH, United States | Main Tournament | February 3, 2024",Southland Lanes Stern Army IFPA Tournament,2024-02-03,2024,OH,Middleburg Heights,41.3614401,-81.812912
2024-02-02," Berea, OH, United States | Main Tournament | February 2, 2024",Kidforce Friday Night Knockout,2024-02-02,2024,OH,Berea,41.3661614,-81.8543026
2024-02-01," Cincinnati, OH, United States | Main Tournament | February 1, 2024",Arcade Legacy's Thursday Throwdown,2024-02-01,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-29," Hamilton, OH, United States | Main Tournament | January 29, 2024",The Pinball Garage X Arcade Legacy XXII,2024-01-29,2024,OH,Hamilton,39.3988679,-84.5587838
2024-01-28," Toledo, OH, United States | Main Tournament | January 28, 2024",Toledo Pinball @ Wild Side Downtown,2024-01-28,2024,OH,Toledo,41.6528052,-83.5378674
2024-01-28," Akron, OH, United States | Main Tournament | January 28, 2024",IFPAs at Ray's,2024-01-28,2024,OH,Akron,41.081199,-81.5188377
2024-01-28," Cincinnati, OH, United States | Main Tournament | January 28, 2024",Level One Cincy,2024-01-28,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-28," Dayton, OH, United States | Main Tournament | January 28, 2024",Gem City Pinball Monthly Tournament,2024-01-28,2024,OH,Dayton,39.7592225,-84.1936144
2024-01-26," Berea, OH, United States | Main Tournament | January 26, 2024",Kidforce Friday Night Knockout,2024-01-26,2024,OH,Berea,41.3661614,-81.8543026
2024-01-26," Cleveland, OH, United States | Main Tournament | January 26, 2024",216 Pinball-Friday Night Pinball Party 3 STRIKE,2024-01-26,2024,OH,Cleveland,41.49932,-81.6943605
2024-01-25," Cincinnati, OH, United States | Main Tournament | January 25, 2024",Arcade Legacy's Thursday Throwdown,2024-01-25,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-24," Cleveland, OH, United States | Women's Tournament | January 24, 2024",Women's IFPA with 216 Pinball,2024-01-24,2024,OH,Cleveland,41.49932,-81.6943605
2023-11-20," Dayton, OH, United States | League | November 20, 2023 to January 22, 2024",Gem City Pinball Leage Season 9,2023-11-20,2023,OH,Dayton,39.7592225,-84.1936144
2024-01-21," Toledo, OH, United States | Main Tournament | January 21, 2024",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2024-01-21,2024,OH,Toledo,41.6528052,-83.5378674
2024-01-21," Akron, OH, United States | Main Tournament | January 21, 2024",IFPAs at Ray's,2024-01-21,2024,OH,Akron,41.081199,-81.5188377
2024-01-21," Cincinnati, OH, United States | Womens Division | January 21, 2024",IFPA Ohio Women's State Championship,2024-01-21,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-21," Beavercreek, OH, United States | Main Tournament | January 21, 2024",Level Up 4 Strike Tournament,2024-01-21,2024,OH,Beavercreek,39.7092262,-84.0632685
2024-01-20," Cincinnati, OH, United States | Main Tournament | January 20, 2024",IFPA Ohio State Pinball Championship,2024-01-20,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-19," Cincinnati, OH, United States | Main Tournament | January 19, 2024",Ohio State Championship Weekend - Friday Strikes,2024-01-19,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-19," Cleveland, OH, United States | Main Tournament | January 19, 2024",216 Pinball-Friday Night Pinball Party 3 STRIKE,2024-01-19,2024,OH,Cleveland,41.49932,-81.6943605
2024-01-18," Cincinnati, OH, United States | Main Tournament | January 18, 2024",Arcade Legacy's Thursday Throwdown,2024-01-18,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-17," Cleveland, OH, United States | Main Tournament | January 17, 2024",216 Pinball 3 Strike at PBS,2024-01-17,2024,OH,Cleveland,41.49932,-81.6943605
2024-01-14," Toledo, OH, United States | Main Tournament | January 14, 2024",Toledo Pinball @ Wild Side Downtown,2024-01-14,2024,OH,Toledo,41.6528052,-83.5378674
2024-01-14," Dayton, OH, United States | Womens Division | January 14, 2024",Co-Day Charity 2024 Series,2024-01-14,2024,OH,Dayton,39.7592225,-84.1936144
2024-01-14," Akron, OH, United States | Main Tournament | January 14, 2024",IFPAs at Ray's,2024-01-14,2024,OH,Akron,41.081199,-81.5188377
2024-01-14," North Canton, OH, United States | Main Tournament | January 14, 2024",Hoover Pinball January '24 Knockout,2024-01-14,2024,OH,North Canton,40.875891,-81.4023356
2024-01-14," Beavercreek, OH, United States | Main Tournament | January 14, 2024",Level Up,2024-01-14,2024,OH,Beavercreek,39.7092262,-84.0632685
2024-01-14," Avon, OH, United States | Main Tournament | January 14, 2024",The Level Two Pinball Title Belt Bout - 3,2024-01-14,2024,OH,Avon,41.4517093,-82.0354225
2024-01-12," Berea, OH, United States | Main Tournament | January 12, 2024",Kidforce Friday Night Knockout,2024-01-12,2024,OH,Berea,41.3661614,-81.8543026
2024-01-11," Cincinnati, OH, United States | Main Tournament | January 11, 2024",Arcade Legacy's Thursday Throwdown,2024-01-11,2024,OH,Cincinnati,39.1031182,-84.5120196
2024-01-10," Toledo, OH, United States | Womens Division | January 10, 2024",Belles & Chimes Toledo - Monthly Meet-up,2024-01-10,2024,OH,Toledo,41.6528052,-83.5378674
2024-01-07," Toledo, OH, United States | Main Tournament | January 7, 2024",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2024-01-07,2024,OH,Toledo,41.6528052,-83.5378674
2024-01-07," Akron, OH, United States | Main Tournament | January 7, 2024",IFPAs at Ray's,2024-01-07,2024,OH,Akron,41.081199,-81.5188377
2024-01-07," Columbus, OH, United States | Juniors Division | January 7, 2024",Kids Flip for Charity,2024-01-07,2024,OH,Columbus,39.9625112,-83.0032218
2024-01-06," Middleburg Heights, OH, United States | Main Tournament | January 6, 2024",Southland Lanes Stern Army IFPA Tournament,2024-01-06,2024,OH,Middleburg Heights,41.3614401,-81.812912
2024-01-05," Berea, OH, United States | Main Tournament | January 5, 2024",Kidforce Friday Night Knockout,2024-01-05,2024,OH,Berea,41.3661614,-81.8543026
2024-01-05," Cleveland, OH, United States | Main Tournament | January 5, 2024",216 Pinball-Friday Night Pinball Party 3 STRIKE,2024-01-05,2024,OH,Cleveland,41.49932,-81.6943605
2024-01-04," Cincinnati, OH, United States | Main Tournament | January 4, 2024",Arcade Legacy's Thursday Throwdown,2024-01-04,2024,OH,Cincinnati,39.1031182,-84.5120196
2023-11-21," Columbiana, OH, United States | League | November 21, 2023 to January 2, 2024",Birdfish Fall Pinball League,2023-11-21,2023,OH,Columbiana,40.8883931,-80.6939643
2023-12-31," Piqua, OH, United States | Main Tournament | December 31, 2023",Silverball Battle of the Plaque,2023-12-31,2023,OH,Piqua,40.1447732,-84.2424449
2023-12-30," Sharonville, OH, United States | Juniors Division | December 30, 2023",The Arcade Legacy Weekender 1 - Youth,2023-12-30,2023,OH,Sharonville,39.2681136,-84.4132746
2023-12-30," Sharonville, OH, United States | Main Tournament | December 30, 2023",The Arcade Legacy Weekender 1,2023-12-30,2023,OH,Sharonville,39.2681136,-84.4132746
2023-12-30," Plain City, OH, United States | Main Tournament | December 30, 2023",NEW YEARS!! (feat. The Kennedys),2023-12-30,2023,OH,Plain City,40.1075615,-83.2674165
2023-12-28," Berea, OH, United States | Main Tournament | December 28, 2023 to December 30, 2023",250% Last Chance Herb at Kidforce Collectibles,2023-12-28,2023,OH,Berea,41.3661614,-81.8543026
2023-12-28," Sharonville, OH, United States | Main Tournament | December 28, 2023",Arcade Legacy's Thursday Throwdown,2023-12-28,2023,OH,Sharonville,39.2681136,-84.4132746
2023-12-27," Westerville, OH, United States | Womens Division | December 27, 2023",Belles and Chimes Ring Out 2023 Wed Tournament,2023-12-27,2023,OH,Westerville,40.1266689,-82.9318807
2023-12-23," Cleveland, OH, United States | Main Tournament | December 23, 2023",216 Pinball-SPECIAL EVENT,2023-12-23,2023,OH,Cleveland,41.49932,-81.6943605
2023-12-22," Berea, OH, United States | Main Tournament | December 22, 2023",Kidforce Friday Night Knockout,2023-12-22,2023,OH,Berea,41.3661614,-81.8543026
2023-12-21," Sharonville, OH, United States | Main Tournament | December 21, 2023",Arcade Legacy's Thursday Throwdown,2023-12-21,2023,OH,Sharonville,39.2681136,-84.4132746
2023-12-21," Columbus, OH, United States | Main Tournament | December 21, 2023",League Super Awesome Weekly Tournament Series,2023-12-21,2023,OH,Columbus,39.9625112,-83.0032218
2023-12-20," Columbus, OH, United States | Womens Division | December 20, 2023",Belles and Chimes CMH White Elephant Strikes Tourn,2023-12-20,2023,OH,Columbus,39.9625112,-83.0032218
2023-10-25," Beavercreek, OH, United States | League | October 25, 2023 to December 20, 2023",Level Up Pinball Bar Fall Leagues 23,2023-10-25,2023,OH,Beavercreek,39.7092262,-84.0632685
2023-12-19," Kent, OH, United States | Main Tournament | December 19, 2023",MadCap 19 Dec ~*Holiday Party*~ Tournament,2023-12-19,2023,OH,Kent,41.1536674,-81.3578859
2023-12-18," Hamilton, OH, United States | Main Tournament | December 18, 2023",The Pinball Garage X Arcade Legacy XXI,2023-12-18,2023,OH,Hamilton,39.3988679,-84.5587838
2023-12-17," Toledo, OH, United States | Main Tournament | December 17, 2023",Toledo Pinball @ Wild Side Downtown,2023-12-17,2023,OH,Toledo,41.6528052,-83.5378674
2023-12-17," Akron, OH, United States | Main Tournament | December 17, 2023",IFPAs at Ray's,2023-12-17,2023,OH,Akron,41.081199,-81.5188377
2023-12-17," Girard, OH, United States | Main Tournament | December 17, 2023",Past Times Arcade Naughty or Nice List Tournament,2023-12-17,2023,OH,Girard,41.1539465,-80.7014662
2023-09-22," New Albany, OH, United States | League | September 22, 2023 to December 15, 2023",Mid Ohio Flipper Organization,2023-09-22,2023,OH,New Albany,40.0821602,-82.8100923
2023-12-15," Berea, OH, United States | Main Tournament | December 15, 2023",Kidforce Friday Night Knockout,2023-12-15,2023,OH,Berea,41.3661614,-81.8543026
2023-12-14," Sharonville, OH, United States | Main Tournament | December 14, 2023",Arcade Legacy's Thursday Throwdown,2023-12-14,2023,OH,Sharonville,39.2681136,-84.4132746
2023-11-01," Cleveland, OH, United States | League | November 1, 2023 to December 13, 2023",Wednesday Wizard 2X Series,2023-11-01,2023,OH,Cleveland,41.49932,-81.6943605
2023-12-13," Toledo, OH, United States | Womens Division | December 13, 2023",Belles & Chimes Toledo - Monthly Meet-up,2023-12-13,2023,OH,Toledo,41.6528052,-83.5378674
2023-12-13," Columbus, OH, United States | Womens Division | December 13, 2023",Belles and Chimes CMH Wednesday Knockout,2023-12-13,2023,OH,Columbus,39.9625112,-83.0032218
2023-12-13," Cleveland, OH, United States | Main Tournament | December 13, 2023",Women's IFPA with 216 Pinball,2023-12-13,2023,OH,Cleveland,41.49932,-81.6943605
2023-11-07," Berea, OH, United States | League | November 7, 2023 to December 12, 2023",Kidforce Womens Pinball League Fall 2023,2023-11-07,2023,OH,Berea,41.3661614,-81.8543026
2023-12-12," Kent, OH, United States | Main Tournament | December 12, 2023","MadCap 12 Dec ""Target matchplay"" Tournament",2023-12-12,2023,OH,Kent,41.1536674,-81.3578859
2023-10-16," Columbus, OH, United States | League | October 16, 2023 to December 11, 2023",Silverball Super League Season 20,2023-10-16,2023,OH,Columbus,39.9625112,-83.0032218
2023-12-10," Lima, OH, United States | Main Tournament | December 10, 2023",Sunday Funday IFPA Pinball @Cartridge Gaming,2023-12-10,2023,OH,Lima,40.742551,-84.1052256
2023-12-10," Toledo, OH, United States | Main Tournament | December 10, 2023",Toledo Pinball @ The Basement:Toledo's Pinball Pub,2023-12-10,2023,OH,Toledo,41.6528052,-83.5378674
2023-12-10," Akron, OH, United States | Main Tournament | December 10, 2023",IFPAs at Ray's,2023-12-10,2023,OH,Akron,41.081199,-81.5188377
2023-12-10," North Canton, OH, United States | Main Tournament | December 10, 2023",Hoover Pinball December Knockout,2023-12-10,2023,OH,North Canton,40.875891,-81.4023356
2023-12-04," Berea, OH, United States | Main Tournament | December 4, 2023 to December 10, 2023",Kidforce Seasonal Showdown,2023-12-04,2023,OH,Berea,41.3661614,-81.8543026
2023-12-09," Middleburg Heights, OH, United States | Main Tournament | December 9, 2023",Southland Lanes Stern Army Venom Launch Party,2023-12-09,2023,OH,Middleburg Heights,41.3614401,-81.812912
2023-12-08," Cleveland, OH, United States | Main Tournament | December 8, 2023",216 Pinball Friday Night at Collision Bend Brewery,2023-12-08,2023,OH,Cleveland,41.49932,-81.6943605
2023-12-08," Berea, OH, United States | Main Tournament | December 8, 2023",Kidforce Friday Night Knockout,2023-12-08,2023,OH,Berea,41.3661614,-81.8543026
2023-12-07," Sharonville, OH, United States | Main Tournament | December 7, 2023",Arcade Legacy's Thursday Throwdown,2023-12-07,2023,OH,Sharonville,39.2681136,-84.4132746
2023-12-07," Columbus, OH, United States | Main Tournament | December 7, 2023",League Super Awesome Weekly Tournament Series,2023-12-07,2023,OH,Columbus,39.9625112,-83.0032218
2023-12-05," Kent, OH, United States | Main Tournament | December 5, 2023","MadCap 5 Dec ""split flipper strikes"" Tournament",2023-12-05,2023,OH,Kent,41.1536674,-81.3578859
2023-12-03," Cincinnati, OH, United States | Main Tournament | December 3, 2023",Pincinnati Sunday Juniors,2023-12-03,2023,OH,Cincinnati,39.1031182,-84.5120196
2023-12-02," Cincinnati, OH, United States | Main Tournament | December 2, 2023 to December 3, 2023",Pincinnati Whodey Memorial Match Play Tournament,2023-12-02,2023,OH,Cincinnati,39.1031182,-84.5120196
